journal_id,journal_name,issn,eissn,quality_rank,abdc_for,abdc_match_method,abdc_match_status,abdc_list_version,impact_factor,five_year_impact_factor,jcr_year,jcr_journal_id,clarivate_match_method,clarivate_match_status,impact_factor_status,clarivate_retrieved_at,publication_count
journal-acdcc4c1d871adf5,Leisure Sciences,0149-0400,1521-0588,A,3504,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a6de698c98835d24,Local Economy The Journal of the Local Economy Policy Unit,0269-0942,1470-9325,C,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b48532e3dd28452f,Macroeconomic Dynamics,1365-1005,,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-2e841a55e648a65c,Malaria Journal,1475-2875,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0e7e13495588e88d,Management Accounting Frontiers,2209-038X,2209-0398,C,3501,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-2fb929f89df4dd1e,Management Accounting Research,1044-5005,1096-1224,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-4f1a9b7b16ea495e,Management Science,0025-1909,1526-5501,A*,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,9
journal-30a471093c694379,Managerial and Decision Economics,0143-6570,1099-1468,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d2e4e1bc9a8e1add,Managerial Finance,0307-4358,1758-7743,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-dc85299fc8636e75,Market Microstructure and Liquidity,2382-6266,2424-8037,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-67a8bc29e930c8cb,Mathematics and Computers in Simulation,0378-4754,1872-7166,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-5b4fc9e9981717bd,Medical Care,0025-7079,1537-1948,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-670571ab0cdbb1c7,Medical Care Research and Review,1077-5587,1552-6801,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4e20f496af7e35d6,Medical Entomology and Zoology,0424-7086,2185-5609,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-35e8ec7f43b3068c,Meditari Accountancy Research,1022-2529,2049-372X,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-34fb05b53f1d9da8,Meditari Accountancy Research,2049-372X,2049-372X,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-50fb288b4296b00b,Memory and Cognition,0090-502X,1532-5946,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9c07b47210ee0f2a,Mental Health & Prevention,2212-6570,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-13e42295bd1265ab,Microfluidics and Nanofluidics,1613-4982,1613-4990,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9408d1ecda1d51d5,Micromachines,2072-666X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-20ab7c49ed24c3ab,MIS Quarterly,0276-7783,2162-9730,A*,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8a11363a0f60a86c,Modern Asian Studies,0026-749X,1469-8099,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-204e17aa390a07ca,Molecular Plant-Microbe Interactions,0894-0282,1943-7706,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bc359952ceeac432,MONTENEGRIN JOURNAL OF ECONOMICS,1800-5845,1800-6698,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-49e5f54fd9f4ac03,Motu working paper,1176-2667,1177-9047,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8bdc3d17deb0bac4,Nanoscale,2040-3364,2040-3372,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-2fe4c2c93b87e301,National Accountant,1039-608X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-d2096ec4b6acec39,Nature,0028-0836,1476-4687,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-64524116d9bfc97b,Neurobiology of Aging,0197-4580,1558-1497,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3bbc8c52691bfe16,NeuroImage: Clinical,2213-1582,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9ced04f75f8b847a,Neuropsychologia,0028-3932,1873-3514,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-412054bebf90c67f,Neuropsychology Review,1040-7308,1573-6660,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-780e2a0fca4e23e4,Neuroscience & Biobehavioral Reviews,0149-7634,1873-7528,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-4c639511e75dc5de,New Zealand Journal of Taxation Law and Policy,1322-4417,,A,4801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5b0bddf8359c0d76,NOISE-CON proceedings,0736-2935,2993-2548,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6d377f6c94af70ef,npj Mental Health Research,2731-4251,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-97d5dcb4cb9e092c,OASIS,1657-7558,2346-2132,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9848d67665f4e2c7,Obesity Research & Clinical Practice,1871-403X,1878-0318,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4819df692442154f,Optics Express,1094-4087,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7b9d31667073e8e3,Oral Oncology,1368-8375,1879-0593,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-081858b6dfe89c27,Orphanet Journal of Rare Diseases,1750-1172,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0823eb3ca9aacdd9,Pacific Accounting Review,0114-0582,2041-5494,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,11
journal-fc143b8a3b610346,Pacific Basin Finance Journal,0927-538X,1879-0585,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,49
journal-f9e72c2e7ea36e2a,Personality and Individual Differences,0191-8869,1873-3549,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-04e1440edce22e4c,Philosophical Transactions of the Royal Society of London. Biological Sciences,0962-8436,1471-2970,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7d6254b59979dc4c,Plant Biotechnology Journal,1467-7644,1467-7652,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-be065f31173e5662,PLoS Biology,1544-9173,1545-7885,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-076e63073f73e164,PLoS Computational Biology,1553-734X,1553-7358,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-dca669721be265a7,PLoS ONE,1932-6203,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,30
journal-8649e563163334d9,Policy Design and Practice,2574-1292,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-dfc9a5308db9648f,Policy Studies,0144-2872,1470-1006,B,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-206e0fd0dde7f2c0,PROCEEDINGS,1859-3453,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-328c17709b3ae707,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",0277-786X,1996-756X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-75816dd2b7c3990f,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,1530-1605,2572-6862,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-3b8e959ab9de095d,Proceedings of the International Conference on Automated Planning and Scheduling,2334-0835,2334-0843,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-548e0eb865ded83c,Proceedings of the Royal Society of London. Biological Sciences,0962-8452,1471-2954,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ec44eb88da286ceb,Production and Operations Management,1059-1478,1937-5956,A*,3509,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0b97f4d105e9ea9f,Psychopharmacology,0033-3158,1432-2072,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4b40a49cee73e0fc,Psychophysiology,0048-5772,1540-5958,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7824af6c814e6abc,Public Administration Review,0033-3352,1540-6210,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f9bc224e79e05cd6,Public finance,0033-3476,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-aabcdeef7112f28c,Public Health Genomics,1422-2795,1422-2833,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d508c72b4044dd3d,Public Money and Management,0954-0962,1467-9302,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-3a3c6c94378a069b,Public Opinion Quarterly,0033-362X,1537-5331,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-2b0bbb0bc7586c37,QJM,0033-5622,1460-2393,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0b51272fa3edb791,Qualitative Research in Accounting & Management,1176-6093,1758-7654,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-d3d23cf557f67bab,Quantitative Finance,1469-7688,1469-7696,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-059bcf97c939b405,Quarterly Review of Economics and Finance,1062-9769,1878-4259,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-03d22e313a48cb62,Remote Sensing,2072-4292,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-061f602190ce6ac3,Renewable Energy,0960-1481,1879-0682,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-58ca4559d5225696,RePEc: Research Papers in Economics,1096-1879,,B,3502,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-81f316f05139c552,Research in International Business and Finance,0275-5319,1878-3384,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-847442f58ca02a2c,Research insights,2653-7281,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-833c36f89bdfb476,Resources and Technology,2307-0048,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-07c86980af4a5820,Resources Policy,0301-4207,1873-7641,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-161f5d5b6e71bd8a,Results in Engineering,2590-1230,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-509f1971e39f3c56,Review of Accounting and Finance,1475-7702,,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8be9ea9c448ff36b,Review of Accounting Studies,1380-6653,1573-7136,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-a93c6d3221e66aab,Review of Behavioral Finance,1940-5979,1940-5987,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-285850cfcdf5262e,Review of Business and Economic Literature,2034-7677,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-49707975609349da,Review of Derivatives Research,1380-6645,1573-7144,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-8d4f0b9f9b48d3eb,Review of Economics of the Household,1569-5239,1573-7152,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f8588afc8aca24bc,Review of Finance,1572-3097,1875-824X,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-10fd41c800708bea,Review of Financial Economics,1058-3300,1873-5924,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-bdc39c1cac22206a,Review of Financial Studies,0893-9454,1465-7368,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f667d0f9a19b435a,"Review of Income and Wealth, The",0034-6586,1475-4991,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-d691ee894de64d3c,Review of Pacific Basin Financial Markets and Policies,0219-0915,1793-6705,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-3095e74e4a33ab49,Review of Quantitative Finance and Accounting,0924-865X,1573-7179,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-4cabc2abbe899748,Revista Contabilidade & Finanças,1519-7077,1808-057X,C,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-a28c343b85b3414a,Risks,2227-9091,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,8
journal-f6f299b8c994648c,SAGE Open,2158-2440,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-8d3de40c28aeab64,Schizophrenia Bulletin,0586-7614,1745-1701,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4d4a9295566e5b96,Science,0036-8075,0193-4511,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-c32d21ee20af6788,Science Advances,2375-2548,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-99243fd2ffd506fd,Science of Remote Sensing,2666-0172,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-fe07a4d02a75fb1f,Scientific Data,2052-4463,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-93cc468743c805ee,Scientific Reports,2045-2322,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-490032eac1265360,Scottish Geographical Magazine,0036-9225,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0cada25adc9bdfde,Scottish Journal of Political Economy,0036-9292,1467-9485,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-bbb6696b9015c54a,Service science: research and innovations in the service economy,1865-4924,1865-4932,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e8c14c7e2f4572ca,Small Business Economics,0921-898X,1573-0913,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-abe55d2ccff7f082,Social Indicators Research,0303-8300,1573-0921,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-bd636c0f1392396e,Social Networks,0378-8733,1879-2111,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-16d28dbfab725640,Social Responsibility Journal,1747-1117,1758-857X,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-756234a24b9e3944,South African Journal of Accounting Research,1010-8270,2376-3981,C,3501,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d9f5017bbe99f729,South East Asia Research,0967-828X,2043-6874,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3a41e6394e656b06,Southern Economic Journal,0038-4038,2325-8012,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a4486645fae8bd34,Springer proceedings in business and economics,2198-7246,2198-7254,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-caadfb8b91ebbff8,SSRN Electronic Journal,1556-5068,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,660
journal-d950efa6b576899e,Statistics in Medicine,0277-6715,1097-0258,A,4905,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-71fcf44ac37fe53e,Strategic finance,1524-833X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c7d5a1bdd2e01ec0,Structural Change and Economic Dynamics,0954-349X,1873-6017,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6bb588b5468ea555,Studies in Economics and Finance,1086-7376,1755-6791,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-adbf3297bec5b73b,"Studies in neuroscience, psychology and behavioral economics",2196-6605,2196-6613,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6e65de32dd12250d,Studies in Nonlinear Dynamics and Econometrics,1081-1826,1558-3708,A,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-f669f245a4f570d1,Surgical Laparoscopy Endoscopy & Percutaneous Techniques,1530-4515,1534-4908,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c1db783545230941,Sustainability (Switzerland),2071-1050,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-5f56dbf5595927e8,"Sustainability Accounting, Management and Policy Journal",2040-8021,2040-803X,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-619f3ee0e555634e,Tạp chí Y Dược Huế,3030-4318,3030-4326,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6a38f363ea5161bd,Taxation in Australia,0494-8343,,C,4801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3e2570a91f6478ef,Techniques in Coloproctology,1123-6337,1128-045X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-01f6704347bc6d99,Technological Forecasting and Social Change,0040-1625,1873-5509,A,3503,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b8b7e6d359286b39,Technovation,0166-4972,1879-2383,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-cbfac0588f5a094d,Telecommunications Journal of Australia,0040-2486,1835-4270,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-1bbd5253921716f9,The Accountant,1680-7537,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-e4300115cff800d2,The Accounting Review,0001-4826,1558-7967,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,30
journal-a517b1a899d32e6e,The African finance journal,1605-9786,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-75379832fdf14b01,The British Accounting Review,0890-8389,1095-8347,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,21
journal-74f728ae15089375,The Conversation,2201-5639,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-fb13c97d0dd55ba1,The Elementary School Teacher,1545-5858,1937-4364,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-911213cb7bcdfb3f,The Financial Review (Statesboro),0732-8516,1540-6288,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-ca198cea29dde0c3,The Indian Veterinary Journal,0019-6479,0974-9365,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-dd8ea802886092f3,The International Journal of Accounting,0020-7063,1094-4060,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b45f7699283e9eb6,The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ddf56c7c2d2ee597,The International Journal of Health Planning and Management,0749-6753,1099-1751,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-e3cbfd01304dd470,The International Journal of Human Resource Management,0958-5192,1466-4399,A,3505,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0292be6e42692fcf,The Journal of Derivatives,1074-1240,2168-8524,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c6f6b434fd5e1cf5,The Journal of Finance,0022-1082,1540-6261,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-1c157af8e04b6b07,The Journal of Pediatrics,0022-3476,1085-8695,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-786e48e69613f668,The Journal of Trading,1559-3967,2168-8427,C,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-af49f618c2ece1ab,The Lancet Global Health,2214-109X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bb34b7d0b7925438,The Lancet Psychiatry,2215-0366,2215-0374,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-abdf0e74f5fc11b9,The North American Journal of Economics and Finance,1062-9408,1879-0860,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-fb7f45709d4194f3,The Review of Asset Pricing Studies,2045-9920,2045-9939,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8b4f19a38d0fbe16,The Review of Corporate Finance Studies,2046-9128,2046-9136,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-2918b240fa2cc3aa,The Science of The Total Environment,0048-9697,1879-1026,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-235834eba5aefc7c,The Singapore Economic Review,0217-5908,1793-6837,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5bcc56eaddb0509d,The Sydney Law Review,0082-0512,,A*,4801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b786f0acd3cf6c31,Third Sector Review,1323-9163,,C,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-2e3257e50f55fa47,TOEFL iBT research reports,1930-9317,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0302200752a23c17,Traffic Technology International,1356-9252,2397-5970,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-47f4a3cf23e00899,Trends in Cognitive Sciences,1364-6613,1879-307X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-91e1415d0507962d,Tropical Diseases Travel Medicine and Vaccines,2055-0936,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-693f63732fa20f55,Uniform Law Review,1124-3694,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
