name,title,year,journal,doi,source,screened_reason
Jun Yu,"Die neue 2,0-l- und 2,2-l-Vierzylinder-Dieselmotoren-Baureihe von Hyundai-Kia",2009,MTZ - Motortechnische Zeitschrift,10.1007/bf03252414,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Two numerical methods of multi-body movement in incompressible fluid,2006,Jisuan lixue xuebao,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Evaluation on the Competitiveness of Outsourcing Industrial Clusters Based on C-GEM Model——Evidence from Wuxi,2012,Ke-ji guanli yanjiu,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Remote updating on client program of Monitor System,2007,Railway Computer Application,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Analysis on ID Tube Flaws Phase Angle above 40,2011,Nondestructive Testing,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Design on Real-time PCR Chip and Detecting Platform,2009,Yibiao jishu yu chuanganqi,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Preparation and performance of Nafion/SiO_2/PTFE composite membrane,2006,Battery Bimonthly,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,FPGA Implementation of 2D Discrete Wavelet Transform,2007,Video Engineering,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Study on Multimedia Simulation System for Military Training,2002,Systems engineering and electronics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Some new Riemann solutions for two-dimensional scalar conversation laws,2005,Yunnan Daxue xuebao. Shehui kexue ban,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Countermeasures and Suggestions of Legal Protection of Genetic Resources and Associated Traditional Knowledge in the CAFTA Framework,2011,Hebei faxue,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Discuss on the Hand Grinding Method of Multifacet Drills,2009,Equipment Manufacturing Technology,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Indistinct Distinguish In Fixed Properties Analysis,2003,Journal of Qinghai Junior Teachers' College,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A specification test based on the MCMC output,2017,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,パラメータ化されたモデルおよび解剖学的モデルの組合せによる高速で正確な音声誘発舌アニメーションシステム【Powered by NICT】,2016,IEEE Conference Proceedings,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Estimation of Convergence Points of Population Using an Individual Pool,2017,Kyushu University Institutional Repository (QIR) (Kyushu University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Robust bayesian model Selection,2013,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A New Wald Test for Hypothesis Testing Based on MCMC outputs,2018,RePEc: Research Papers in Economics,10.48550/arxiv.1801.00973,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Integrated Deviance Information Criterion for Latent Variable Models,2018,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Mild-explosive and local-to-mild-explosive autoregressions with serially correlated errors,2018,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"ChemInform Abstract: Synthesis of 1,4,5,8,9,12‐Hexabromododecahydrotriphenylene and Its Application in Constructing Polycyclic Thioaromatics.",2009,ChemInform,10.1002/chin.200952170,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A quantile-based asset pricing model,2019,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,An Extended Block Restricted Isometry Property for Sparse Recovery with Non-Gaussian Noise,2020,Journal of Computational Mathematics,10.4208/jcm.1905-m2018-0256,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bayes premium under variance-related principles with risk dependence,2014,Huadong Shifan Daxue xuebao. Ziran kexue ban,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,[Plus Tree Selection of Litsea mollis by Principal Component Analysis].,2016,PubMed,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecast combinations in machine learning,2020,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecasting Singapore GDP using the SPF data,2020,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Persistent and Rough Volatility,2020,,10.2139/ssrn.3724733,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Two-Stage Realized Volatility Approach to Estimation of Diffusion Processes with Discrete,2006,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Housing Equity and Household Consumption in Retirement: Evidence from the Singapore Life Panel,2019,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Simulation-Based Estimation of Contingent-Claims Prices,2007,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Bayesian Chi-Squared Test for Hypothesis Testing,2014,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Jackknifing Bond Option Prices,2002,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Model Selection for Explosive Models,2017,Advances in econometrics,10.2139/ssrn.2933621,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bias in Estimating Multivariate and Univariate Diffusions,2011,,10.2139/ssrn.1738370,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bayesian Hypothesis Testing in Latent Variable Models,2011,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Deviance Information Criterion for Comparing VAR Models,2014,Advances in econometrics,10.1108/s0731-905320140000033017,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Double Asymptotics for Explosive Continuous Time Models,2012,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Limit Theory for an Explosive Autoregressive Process,2013,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Application Example of Energy-saving Reform of System Energy-saving Theory in Sodium Silicate Industry,2015,Guangzhou Chemical Industry,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,The Grid Bootstrap for Continuous Time Models,2021,RePEc: Research Papers in Economics,10.6084/m9.figshare.14604882,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Different strokes for different folks: long memory and roughness,2021,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Volatility Puzzle,2022,,10.2139/ssrn.4002889,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Statistical learning for train delays and influence of winter climate and atmospheric icing,2022,arXiv (Cornell University),10.48550/arxiv.2203.06956,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Influence of Electrical Parameter on the Size of Superalloy Powders Prepared by Spark Plasma Discharge Process,2007,Materials science forum,10.4028/0-87849-462-6.403,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Debt covenants, earnings-based borrowing constraints and macroeconomic dynamics",2019,,10.14711/thesis-991012753258303412,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Functionalized Titanium Dioxide Nanotube Based Composite Membranes for High Temperature PEMFCs,2010,ECS Meeting Abstracts,10.1149/ma2010-01/29/1399,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A New Method to Produce Superfine and Nano-Sized Fe Powders: Spark Plasma Discharge Process,2007,Materials science forum,10.4028/0-87849-462-6.861,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Event Center for Highway Control System Functional Analysis,2022,2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),10.1109/itaic54216.2022.9836740,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,High-Performance Transmission Mechanism Design of Multi-Stream Carrier Aggregation for 5G Non-Standalone Network,2022,arXiv (Cornell University),10.48550/arxiv.2208.09785,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Study on the Magnetic Self-Levitation Of The Ring Permanent Magnet With Inserted Inner Cores In Ferrofluid,2022,,10.2139/ssrn.4305933,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on the Self-Levitation of the Cylindrical Magnets with Wrapped Shells in Ferrofluid: Consideration Magnetization Direction of the Magnet,2023,,10.2139/ssrn.4408698,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Virtual image multi feature matching algorithm based on 3D scene reconstruction,2023,Journal of Computational Methods in Sciences and Engineering,10.3233/jcm-226757,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Evaluation model of risk characteristics and protection requirements of power grid field operation based on genetic algorithm,2023,"Third International Conference on Mechanical, Electronics, and Electrical and Automation Control (METMS 2023)",10.1117/12.2679962,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,The Undrawn Credit Line Premium,2023,,10.2139/ssrn.4583504,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Alignment Aberrations Compensation for Near-Cylinder Surface Stitching Interferometry with Near-Null Computer-Generated Hologram Based on Legendre-Fourier Polynomials,2023,,10.2139/ssrn.4611510,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on Infrared Image Simulation Method Based on Multi-auxiliary Task Style Transfer Networks,2024,"2024 4th International Conference on Neural Networks, Information and Communication (NNICE)",10.1109/nnice61279.2024.10498544,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for an Explosive Bubble using High-Frequency Volatility,2024,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Multi-Angle Stitching Method for Performance Measurement of Wide-Field Imaging X-Ray Telescopes by Utilizing a Pencil Beam,2024,,10.2139/ssrn.4968797,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on the location of highway wildlife passage: taking the Tomur as an example,2024,"International Conference on Remote Sensing, Mapping, and Geographic Information Systems (RSMG 2024)",10.1117/12.3049084,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Accelerating Vegetation Evolution with Gradient Descent and Martingale Strategies,2024,2024 8th Asian Conference on Artificial Intelligence Technology (ACAIT),10.1109/acait63902.2024.11022141,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Stable Score Distillation,2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51701.2025.01541,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Optimal Estimation for General Gaussian Processes,2025,arXiv (Cornell University),10.48550/arxiv.2509.04987,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,EasyGenNet: An Efficient Framework for Audio-Driven Gesture Video Generation Based on Diffusion Model,2025,arXiv (Cornell University),10.48550/arxiv.2504.08344,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on Error Suppression Method of Multi-joint Collaborative Control in Wafer Grasping,2025,2025 International Conference on Advanced Mechatronic Systems (ICAMechS),10.1109/icamechs68051.2025.11180978,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,LLMs Can Also Do Well! Breaking Barriers in Semantic Role Labeling via Large Language Models,2025,arXiv (Cornell University),10.48550/arxiv.2506.05385,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Investigating Impacts of Self-Exciting Jumps in Returns and Volatility: A Bayesian Learning Approach,2012,,10.2139/ssrn.2316343,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,3DKeyAD: High-Resolution 3D Point Cloud Anomaly Detection via Keypoint-Guided Point Clustering,2026,IEICE Transactions on Information and Systems,10.1587/transinf.2025edp7152,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,局所個体群のfitnessに基づくfitness景観の勾配推定を導入した花火アルゴリズム,2016,Institutional Repositories DataBase (IRDB),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Tu1964 TARGETING SQUALENE EPOXIDASE BOOSTS ANTI-PD-1 EFFICACY VIA ACTIVATING CD8+ T CELL FUNCTION AND SUPPRESSING M2 MACROPHAGE POLARIZATION IN COLORECTAL CANCER,2026,Gastroenterology,10.1016/s0016-5085(26)04055-2,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Beyond Heuristics: Learnable Density Control for 3D Gaussian Splatting,2026,arXiv (Cornell University),10.48550/arxiv.2605.00408,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,733 BACTEROIDES INTESTINALIS PROTECTS AGAINST METABOLIC DYSFUNCTION-ASSOCIATED STEATOHEPATITIS VIA 4- HYDROXYPHENYLACETIC ACID PRODUCTION,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)03369-9,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,526 PARABACTEROIDES DISTASONIS SUPPRESSES METABOLIC DYSFUNCTION-ASSOCIATED STEATOTIC LIVER DISEASE-RELATED HEPATOCELLULAR CARCINOMA AND POTENTIATES ANTI-PD-1 EFFICACY,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)03346-8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Sa1306 PSEUDOBUTYRIVIBRIO XYLANIVORANS ENHANCES CHEMOTHERAPY EFFICACY IN COLORECTAL CANCER THROUGH SECA-HSC70 AXIS,2026,Gastroenterology,10.1016/s0016-5085(26)05793-8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Tu2095 SERUM AND FAECAL PROFILING IDENTIFY METABOLOMIC SIGNATURES FOR EARLY DIAGNOSIS OF HEPATOCELLULAR CARCINOMA,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)04117-9,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Tu2095 SERUM AND FAECAL PROFILING IDENTIFY METABOLOMIC SIGNATURES FOR EARLY DIAGNOSIS OF HEPATOCELLULAR CARCINOMA,2026,Gastroenterology,10.1016/s0016-5085(26)04186-7,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Sa1305 GUT FUNGUS SCHIZOSACCHAROMYCES POMBE SUPPRESSES TUMORIGENESIS AND BOOSTS ANTI-PD-1 EFFICACY IN COLORECTAL CANCER,2026,Gastroenterology,10.1016/s0016-5085(26)05792-6,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Mo1300 LACHNOSPIRA ELIGENS ALLEVIATES COLORECTAL TUMORIGENESIS BY GENERATING BENEFICIAL METABOLITE 3-HYDROXYDODECANOIC ACID,2026,Gastroenterology,10.1016/s0016-5085(26)05866-x,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,394 TRIP6 INTERACTS WITH LILRB4 TO FACILITATE IMMUNE EVASION OF COLON CANCER STEM CELLS AND IS A THERAPEUTIC TARGET FOR BOOSTING IMMUNOTHERAPY,2026,Gastroenterology,10.1016/s0016-5085(26)00708-0,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Tu1964 TARGETING SQUALENE EPOXIDASE BOOSTS ANTI-PD-1 EFFICACY VIA ACTIVATING CD8+ T CELL FUNCTION AND SUPPRESSING M2 MACROPHAGE POLARIZATION IN COLORECTAL CANCER,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)03986-6,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Sa1305 GUT FUNGUS SCHIZOSACCHAROMYCES POMBE SUPPRESSES TUMORIGENESIS AND BOOSTS ANTI-PD-1 EFFICACY IN COLORECTAL CANCER,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)05723-8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Mo1300 LACHNOSPIRA ELIGENS ALLEVIATES COLORECTAL TUMORIGENESIS BY GENERATING BENEFICIAL METABOLITE 3-HYDROXYDODECANOIC ACID,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)05797-4,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"1217 META-ANALYSIS OF 2,736 METAGENOMES REVEALS INTRAPARTUM ANTIBIOTICS IMPAIR MATERNAL MICROBIAL SEEDING AND INFANT GUT MATURATION DURING THE FIRST YEAR OF LIFE",2026,Gastroenterology,10.1016/s0016-5085(26)05747-1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,733 BACTEROIDES INTESTINALIS PROTECTS AGAINST METABOLIC DYSFUNCTION-ASSOCIATED STEATOHEPATITIS VIA 4- HYDROXYPHENYLACETIC ACID PRODUCTION,2026,Gastroenterology,10.1016/s0016-5085(26)03438-4,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Sa1306 PSEUDOBUTYRIVIBRIO XYLANIVORANS ENHANCES CHEMOTHERAPY EFFICACY IN COLORECTAL CANCER THROUGH SECA-HSC70 AXIS,2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)05724-x,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Mol3l3 TARGETING ADAT2-MEDIATED A-TO-I TRNA MODIFICATION PROMOTES DENDRITIC CELL MIGRATION AND MATURATION TO BOOST ANTITUMOR IMMUNITY IN COLORECTAL CANCER,2026,Gastroenterology,10.1016/s0016-5085(26)01052-8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"1217 META-ANALYSIS OF 2,736 METAGENOMES REVEALS INTRAPARTUM ANTIBIOTICS IMPAIR MATERNAL MICROBIAL SEEDING AND INFANT GUT MATURATION DURING THE FIRST YEAR OF LIFE",2026,Gastrointestinal Endoscopy,10.1016/s0016-5107(26)05678-6,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,526 PARABACTEROIDES DISTASONIS SUPPRESSES METABOLIC DYSFUNCTION-ASSOCIATED STEATOTIC LIVER DISEASE-RELATED HEPATOCELLULAR CARCINOMA AND POTENTIATES ANTI-PD-1 EFFICACY,2026,Gastroenterology,10.1016/s0016-5085(26)03415-3,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Exact Gaussian Estimation of Continuous Time Models of The Term Structure of Interest Rates Rankingsof Economics Departments in New Zealand,2000,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Limit Theory for Continuous Time Systems with Mildly Explosive Regressors,2015,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Imputation of GPS Coordinate Time Series Using missForest,2021,Remote Sensing,10.3390/rs13122312,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"Generative AI-based spatiotemporal resilience, green and low-carbon transformation strategy of smart renewable energy systems",2025,Frontiers of Engineering Management,10.1007/s42524-025-4147-6,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Efficacy of mechanical bowel preparation with polyethylene glycol in prevention of postoperative complications in elective colorectal surgery: a meta-analysis,2009,International Journal of Colorectal Disease,10.1007/s00384-009-0834-8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Bootstrap-Adjusted Calibration Confidence Intervals for Immunoassay,1997,Journal of the American Statistical Association,10.1080/01621459.1997.10473625,OpenAlex,reviewed medical-statistics namesake publication
Qi Zeng,The effect of radiofrequency ablation vs. liver resection on survival outcome of colorectal liver metastases (CRLM): a meta-analysis.,2015,PubMed,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Recent advances in the metabolic engineering and physiological opportunities for microbial synthesis of L-aspartic acid family amino acids: A review,2023,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2023.126916,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,The impact of environmental protection tax on green total factor productivity: China’s exceptional approach,2024,Environment Development and Sustainability,10.1007/s10668-024-04860-7,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"A multicenter, randomized, controlled trial to evaluate the safety profile, tolerability, and efficacy of rofecoxib in advanced elderly patients with osteoarthritis",2001,Aging Clinical and Experimental Research,10.1007/bf03351533,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,A weighted mean temperature model using principal component analysis for Greenland,2023,GPS Solutions,10.1007/s10291-022-01392-3,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Effect of probiotics or synbiotics on skeletal muscle in older adults: a systematic review and meta-analysis of randomized controlled trials,2024,Aging Research,10.26599/agr.2024.9340028,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Investigation of Hot Spot Migration in an Annular Combustor Using the SAS Turbulence Model,2025,Energies,10.3390/en18236330,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"Effect of specific COX-2 inhibition in osteoarthritis of the knee: a 6 week double blind, placebo controlled pilot study of rofecoxib. Rofecoxib Osteoarthritis Pilot Study Group.",1999,PubMed,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"The safety profile, tolerability, and effective dose range of rofecoxib in the treatment of rheumatoid arthritis",1999,Clinical Therapeutics,10.1016/s0149-2918(99)80048-4,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,REVERSE AUCTION: THE LOWEST UNIQUE POSITIVE INTEGER GAME,2007,Fluctuation and Noise Letters,10.1142/s0219477507004069,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Laparoscopic Versus Open Appendectomy for Appendicitis in Pregnancy: Systematic Review and Meta-Analysis,2021,Surgical Laparoscopy Endoscopy & Percutaneous Techniques,10.1097/sle.0000000000000943,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Prognostic value of plasma IL-27 on biological viability of hepatic cystic echinococcosis,2021,International Journal of Infectious Diseases,10.1016/j.ijid.2021.06.003,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Assessing the Reliability of a Multistate Logistics Network under the Transportation Cost Constraint,2016,Discrete Dynamics in Nature and Society,10.1155/2016/2628950,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,A difference measurement points planning method for large-scale surface of aircraft,2020,Beijing Hangkong Hangtian Daxue xuebao,10.13700/j.bh.1001-5965.2019.0334,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Testing homogeneity of intra-run variance parameters in immunoassay,1997,Statistics in Medicine,10.1002/(sici)1097-0258(19970815)16:15<1765::aid-sim603>3.0.co;2-p,OpenAlex,reviewed medical-statistics namesake publication
Qi Zeng,Calibration Inference Based on Multiple Runs of an Immunoassay,1997,Biometrics,10.2307/2533499,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Dual-Objective Bayesian Optimal Designs for a Dose-Ranging Study,2000,Drug Information Journal,10.1177/009286150003400210,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Measurement of the transverse momentum and Øn∗ distributions of Drell–Yan lepton pairs in proton–proton collisions at √s = 8 TeV with the ATLAS detector,2016,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Bootstrap-Adjusted Calibration Confidence Intervals for Immunoassay,1997,Journal of the American Statistical Association,10.2307/2291472,OpenAlex,reviewed medical-statistics namesake publication
Qi Zeng,"Mössbauer studies on ancient pottery from a neolithic site in Tung Wan, Hong Kong",1994,Hyperfine Interactions,10.1007/bf02064582,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Fe-57 Mössbauer effect studies of some ancient Chinese pottery from xudun,1988,Hyperfine Interactions,10.1007/bf02400512,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Stock Returns and the Miller-Modigliani Valuation Formula: Revisiting the Fama-French Analysis,2012,,10.2139/ssrn.1800603,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Equilibrium Stock Return Dynamics Under Alternative Rules of Learning About Hidden States,2003,,10.2139/ssrn.437661,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"Ownership Structure, Incentives, and Asset Prices",2016,,10.2139/ssrn.2880261,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Equilibrium Stock Return Dynamics Under Alternative Rules of Learning About Hidden States,2001,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,The Unintended Consequences of Government Regulations in Emerging Financial Markets: Evidence from the Chinese IPO Market,2016,,10.2139/ssrn.2885023,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,A Multi-Factor Model of Idiosyncratic Volatility,2019,,10.2139/ssrn.3221878,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Two Paths to Financial Distress,2008,,10.2139/ssrn.1089318,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"Past Exposure, Risk Perception, and Risk-Taking during a Local COVID-19 Shock",2022,,10.2139/ssrn.4028348,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Background Risk and Trading in a Full-Information Rational Expectations Economy,2012,Faculty Digital Archive (New York University Florence),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Quantitative Investing in Emerging Markets,2010,,10.2139/ssrn.1705588,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Notice of Retraction: The analysis of network marketing in China's garment industry,2011,2011 International Conference on E-Business and E-Government (ICEE),10.1109/icebeg.2011.5881845,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Can We Incorporate Higher Moments in Factor Models?,2010,,10.2139/ssrn.1721794,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,Two Paths to Financial Distress,2008,,10.2139/ssrn.1102093,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,The Characteristics and Sequence of Development of Neolithic Cultures in China,1988,Chinese Sociology & Anthropology,10.2753/csa0009-4625200473,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Qi Zeng,"Housing Wealth, Financial Wealth and Consumption: A Direct Test ⁄",2007,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
