researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Nonstandard Errors,Journal of Finance,2024,Journal articles,10.1111/jofi.13337,http://dx.doi.org/10.1111/jofi.13337,Menkveld AJ; Dreber A; Holzmeister F; Huber J; Johannesson M; Kirchler M; Neusüß S; Razen M; Weitzel U; Abad-Díaz D; Abudy M; Adrian T; Ait-Sahalia Y; Akmansoy O; Alcock JT; Alexeev V; Aloosh A; Amato L; Amaya D; Angel JJ; Avetikian AT; Bach A; Baidoo E; Bakalli G; Bao L; Barbon A; Bashchenko O; Bindra PC; Bjønnes GH; Black JR; Black BS; Bogoev D; Correa SB; Bondarenko O; Bos CS; Bosch-Rosa C; Bouri E; Brownlees C; Calamia A; Cao VN; Capelle-Blancard G; Romero LMC; Caporin M; Carrion A; Caskurlu T; Chakrabarty B; Chen J; Chernov M; Cheung W; Chincarini LB; Chordia T; Chow SC; Clapham B; Colliard JE; Comerton-Forde C; Curran E; Dao T; Dare W; Davies RJ; Blasis RD; Nard GFD; Declerck F; Deev O; Degryse H; Deku SY; Desagre C; Dijk MAV; Dim C; Dimpfl T; Dong YJ; Drummond PA; Dudda T; Duevski T; Dumitrescu A; Dyakov T; Dyhrberg AH; Dzieliński M; Eksi A; Kalak IE; Ellen ST; Eugster N; Evans MDD; Farrell M; Felez-Vinas E; Ferrara G; Ferrouhi EM; Flori A; Fluharty-Jaidee JT; Foley SDV; Fong KYL; Foucault T; Franus T; Franzoni F; Frijns B; Frömmel M; Fu SM; Füllbrunn SC; Gan B; Gao G; Gehrig TP,79,pp. 2339 - 2390,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Dynamic limit order placement activities and their effects on stock market quality,Annals of Operations Research,2023,Journal articles,10.1007/s10479-021-04282-y,http://dx.doi.org/10.1007/s10479-021-04282-y,Le AT; Le TH; Liu WM; Fong KY,330,pp. 155 - 175,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Non-Standard Errors,The Journal of Finance,2023,Journal articles,,,Menkveld AJ; Dreber A; Holzmeister F; Huber J; Johanneson M; Kirchler M; Razen M; Weitzel U; Abad D; Abudy MM; Adrian T; Ait-Sahalia Y; Akmansoy O; Alcock J; Alexeev V; Aloosh A; Amato L; Amaya D; Angel JJ; Bach A; Baidoo E; Bakalli G; Barbon A; Bashchenko O; Bindra PC; Bjonnes GH; Black JR; Black BS; Bohorquez S; Bondarenko O; Bos CS; Bosch-Rosa C; Bouri E; Brownlees CT; Calamia A; Cao VN; Capelle-Blancard G; Capera L; Caporin M; Carrion A; Caskurlu T; Chakrabarty B; Chernov M; Cheung WMY; Chincarini LB; Chordia T; Chow SC; Clapham B; Colliard J-E; Comerton-Forde C; Curran E; Dao T; Dare W; Davies RJ; De Blasis R; De Nard G; Declerck F; Deev O; Degryse H; Deku S; Desagre C; Van Dijk MA; Dim C; Dimpfl T; Dong YJ; Drummond P; Dudda T; Dumitrescu A; Dyakov T; Dyhrberg AH; Dzieliński M; Eksi A; El Kalak I; ter Ellen S; Eugster N; Evans MDD; Farrell M; Félez-Viñas E; Ferrara G; FERROUHI EM; Flori A; Fluharty-Jaidee J; Foley S; Fong KYL; Foucault T; Franus T; Franzoni FA; Frijns B; Frömmel M; Fu S; Füllbrunn S; Gan B; Gehrig T; Gerritsen D; Gil-Bazo J; Glosten LR; Gomez T; Gorbenko A; Güçbilmez U; Grammig J; Gregoire V; Hagströmer B; Hambuckers J; Hapnes E; Harris JH; Harris L; Hartmann S; Hasse J-B; Hautsch N; He X-ZT; Heath D; Hediger S; Hendershott TJ; Hibbert AM; Hjalmarsson E; Hoelscher S; Hoffmann P; Holden CW; Horenstein AR; Huang W; Huang D; Hurlin C; Ivashchenko A; Iyer SR; Jahanshahloo H; Jalkh N; Jones CM; Jurkatis S; Jylha P; Kaeck A; Kaiser G; Karam A; Karmaziene E; Kassner B; Kaustia M; Kazak E; Kearney F; van Kervel V; Khan S; Khomyn M; Klein T; Klein O; Klos A; Koetter M; Krahnen JP; Kolokolov A; Korajczyk RA; Kozhan R; Kwan A; Lajaunie Q; Lam FYEC; Lambert M; Langlois H; Lausen J; Lauter T; Leippold M; Levin V; Li Y; Li MH; Liew CY; Lindner T; Linton OB; Liu J; Liu A; Llorente-Alvarez J-G; Lof M; Lohr A; Longstaff FA; Lopez-Lira A; Mankad S; Mano N; Marchal A; Martineau C; Mazzola F; Meloso DC; Mihet R; Mohan V; Moinas S; Moore D; Mu L; Muravyev D; Murphy D; Neszveda G; Neumeier C; Nielsson U; Nimalendran M; Nolte S; Nordén LL; O'Neill P; Obaid K; Ødegaard BA; Östberg P; Painter M; Palan S; Palit I; Park A; Pascual Gascó R; Pasquariello P; Pastor L; Patel V; Patton AJ; Pearson ND; Pelizzon L; Pelster M; Pérignon C; Pfiffer C; Philip R; Plíhal T; Prakash P; Press O-A; Prodromou T; Putnins TJ; Raizada G; Rakowski DA; Ranaldo A; Regis L; Reitz S; Renault T; Wang R; Renò R; Riddiough S; Rinne K; Rintamäki P; Riordan R; RITTMANNSBERGER T; Rodríguez Longarela I; Rösch D; Rognone L; Roseman B; Rosu I; Roy S; Rudolf N; Rush S; Rzayev K; Rzeźnik A; Sanford A; Sankaran H; Sarkar A; Sarno L; Scaillet O; Scharnowski S; Schenk-Hoppé KR; Schertler A; Schneider M; Schroeder F; Schürhoff N; Schuster P; Schwarz MA; Seasholes MS; Seeger N; Shachar O; Shkilko A; Shui J; Sikic M; Simion G; Smales LA; Söderlind P; Sojli E; Sokolov K; Spokeviciute L; Stefanova D; Subrahmanyam MG; Neusüss S; Szaszi B; Talavera O; Tang Y; Taylor N; Tham WW; Theissen E; Thimme J; Tonks I; Tran H; Trapin L; Trolle AB; Vaduva M; Valente G; Van Ness RA; Vasquez A; Verousis T; Verwijmeren P; Vilhelmsson A; Vilkov G; Vladimirov V; Vogel S; Voigt S; Wagner W; Walther T; Weiss P; van der Wel M; Werner IM; Westerholm PJ; Westheide C; Wipplinger E; Wolf M; Wolff CCP; Wolk L; Wong WK; Wrampelmeyer J; Wu Z-X; Xia S; Xiu D; Xu K; Xu C; Yadav PK; Yagüe J; Yan C; Yang A; Yoo W; Yu W; Yu S; Yueshen BZ; Yuferova D; Zamojski M; Zareei A; Zeisberger S; Zhang S; Zhang X; Zhong Z; Zhou ZI; Zhou C; Zhu X; Zoican M; Zwinkels RCJ; Chen J; Duevski T; Gao G; Gemayel R; Gilder D; Kuhle P; Pagnotta E; Pelli M; Sö nksen J; Zhang L; Ilczuk K; Bogoev D; Qian Y; Wika HC; Yu Y; Zhao L; Mi M; Bao L,Forthcoming,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Do Security Analysts Discipline Credit Rating Agencies?,Review of Corporate Finance Studies,2022,Journal articles,10.1093/rcfs/cfac021,http://dx.doi.org/10.1093/rcfs/cfac021,Fong K; Hong H; Kacperczyk M; Kubik JD,11,pp. 815 - 848,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Algorithmic Trading and Market Quality: International Evidence,Journal of Financial and Quantitative Analysis,2021,Journal articles,10.1017/S0022109020000782,http://dx.doi.org/10.1017/S0022109020000782,Boehmer E; Fong K; Wu JJ,56,pp. 2659 - 2688,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Dynamic limit order placement strategies: survival analysis with a multiple-spell duration model,Annals of Operations Research,2021,Journal articles,10.1007/s10479-019-03384-y,http://dx.doi.org/10.1007/s10479-019-03384-y,Le AT; Le TH; Liu WM; Fong KY,297,pp. 241 - 275,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,The role of implied volatility in liquidity provision,Australian Journal of Management,2020,Journal articles,10.1177/0312896219833423,http://dx.doi.org/10.1177/0312896219833423,Cahill D; Fong K; Wee M; Yang JW,45,pp. 45 - 71,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Determinants of household broker choices and their impacts on performance,Journal of Banking and Finance,2020,Journal articles,10.1016/j.jbankfin.2019.06.005,http://dx.doi.org/10.1016/j.jbankfin.2019.06.005,Fong K; Krug JD; Leung H; Westerholm JP,112,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Multiple duration analyses of dynamic limit order placement strategies and aggressiveness in a low-latency market environment,International Review of Financial Analysis,2020,Journal articles,10.1016/j.irfa.2020.101575,http://dx.doi.org/10.1016/j.irfa.2020.101575,Le AT; Le TH; Liu WM; Fong KY,72,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,"Taxes, order imbalance and abnormal returns around the ex-dividend day",International Review of Finance,2018,Journal articles,10.1111/irfi.12155,http://dx.doi.org/10.1111/irfi.12155,Ainsworth AB; Fong KYL; Gallagher DR; Partington G,18,pp. 379 - 409,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,What are the best liquidity proxies for global research?,Review of Finance,2017,Journal articles,10.1093/rof/rfx003,http://dx.doi.org/10.1093/rof/rfx003,Fong KYL; Holden CW; Trzcinka CA,21,pp. 1355 - 1401,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Institutional trading around the ex-dividend day,Australian Journal of Management,2016,Journal articles,10.1177/0312896214539967,http://dx.doi.org/10.1177/0312896214539967,Ainsworth A; Fong KYL; Gallagher DR; Partington G,41,pp. 299 - 323,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,How has the Relevance of Institutional Brokerage Changed?,International Review of Finance,2016,Journal articles,10.1111/irfi.12092,http://dx.doi.org/10.1111/irfi.12092,Fong KYL; Foster FD; Gallagher DR; Lee AD,16,pp. 499 - 524,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Individual investors and broker types,Journal of Financial and Quantitative Analysis,2014,Journal articles,10.1017/S0022109014000349,http://dx.doi.org/10.1017/S0022109014000349,Fong KYL; Gallagher DR; Lee AD,49,pp. 431 - 451,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Limit Order Revisions,Journal of Banking and Finance,2010,Journal articles,,,Fong KYL,34,pp. 1873 - 1885,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Do active fund managers care about capital gains tax efficiency?,Pacific Basin Finance Journal,2009,Journal articles,,,Fong KY; Gallagher DR; Lau S; Swan PL,17,pp. 257 - 270,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,The Value of Alpha Forecasts in Portfolio Construction,Australian Journal of Management,2009,Journal articles,,,Fong KY; Gallagher DR; Lee AD,34,pp. 97 - 121,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Style drift and portfolio management for active Australian equity funds,Australian Journal of Management,2008,Journal articles,,,Ainsworth AB; Fong KY; Gallagher DR,32,pp. 387 - 418,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Benchmarking benchmarks: measuring characteristic selectivity using portfolio holdings data,Accounting and Finance,2008,Journal articles,,,Fong KY; Gallagher DR; Lee AD,48,pp. 761 - 781,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,The state of origin of Australian equity: Does active fund manager location matter?,Australian Journal of Management,2008,Journal articles,,,Fong KY; Gallagher DR; Lee AD,32,pp. 503 - 523,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Where Do Australian Active Equity Managers Outperform?,JASSA - Journal of the Securities Institute of Australia,2007,Journal articles,,,Fong KY; Gallagher DR; Lee AD,4,pp. 5 - 10,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,The use of derivatives by investment managers and implications for portfolio performance and risk,International Review of Finance,2006,Journal articles,10.1111/j.1468-2443.2006.00049.x,http://dx.doi.org/10.1111/j.1468-2443.2006.00049.x,Fong KY; Gallagher DR; Ng A,5,pp. 1 - 29,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,How much do locals contribute to the price discovery process?,Journal of Empirical Finance,2003,Journal articles,,,Fong KY; Zurbruegg R,10,pp. 305 - 320,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Real Options Valuation of Australian Gold Mines and Mining Companies,The Journal of Alternative Investments,2003,Journal articles,,,Henker T; Colwell DB; Fong KY; Ho J,6,pp. 23 - 38,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Overnight futures trading:  now even Australia and US have common trading hours,Journal of International Financial Markets Institutions and Money,2002,Journal articles,,,Fong KY; Martens M,12,pp. 167 - 182,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Stock market closure and intraday stock index futures market volatility: `contagin` bid-ask bias or both?,Pacific Basin Finance Journal,2001,Journal articles,,,Fong KY; Frino A,,pp. 219 - 232,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Governing Through Votes: Shareholder Responses to Major Environmental and Social Incidents,,2024,Working Papers,,,Fong K; Deng AS; Masulis R,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Regulating Inattention in Fee-based Financial Advice,,2024,Working Papers,,https://ssrn.com/abstract=4926550,Fong K; Edelen R; Han J,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Regulating Inattention in Fee-based Financial Advice,,2024,Preprints,10.2139/ssrn.4926550,http://dx.doi.org/10.2139/ssrn.4926550,Edelen RM; Fong K; Han J,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Non-Standard Errors,,2023,Preprints,,,Menkveld AJ; Dreber A; Holzmeister F; Huber J; Johanneson M; Kirchler M; Razen M; Weitzel U; Abad D; Abudy MM; Adrian T; Ait-Sahalia Y; Akmansoy O; Alcock J; Alexeev V; Aloosh A; Amato L; Amaya D; Angel JJ; Bach A; Baidoo E; Bakalli G; Barbon A; Bashchenko O; Bindra PC; Bjonnes GH; Black JR; Black BS; Bohorquez S; Bondarenko O; Bos CS; Bosch-Rosa C; Bouri E; Brownlees CT; Calamia A; Cao VN; Capelle-Blancard G; Capera L; Caporin M; Carrion A; Caskurlu T; Chakrabarty B; Chernov M; Cheung WMY; Chincarini LB; Chordia T; Chow SC; Clapham B; Colliard J-E; Comerton-Forde C; Curran E; Dao T; Dare W; Davies RJ; De Blasis R; De Nard G; Declerck F; Deev O; Degryse H; Deku S; Desagre C; Van Dijk MA; Dim C; Dimpfl T; Dong YJ; Drummond P; Dudda T; Dumitrescu A; Dyakov T; Dyhrberg AH; Dzieliński M; Eksi A; El Kalak I; ter Ellen S; Eugster N; Evans MDD; Farrell M; Félez-Viñas E; Ferrara G; FERROUHI EM; Flori A; Fluharty-Jaidee J; Foley S; Fong KYL; Foucault T; Franus T; Franzoni FA; Frijns B; Frömmel M; Fu S; Füllbrunn S; Gan B; Gehrig T; Gerritsen D; Gil-Bazo J; Glosten LR; Gomez T; Gorbenko A; Güçbilmez U; Grammig J; Gregoire V; Hagströmer B; Hambuckers J; Hapnes E; Harris JH; Harris L; Hartmann S; Hasse J-B; Hautsch N; He X-ZT; Heath D; Hediger S; Hendershott TJ; Hibbert AM; Hjalmarsson E; Hoelscher S; Hoffmann P; Holden CW; Horenstein AR; Huang W; Huang D; Hurlin C; Ivashchenko A; Iyer SR; Jahanshahloo H; Jalkh N; Jones CM; Jurkatis S; Jylha P; Kaeck A; Kaiser G; Karam A; Karmaziene E; Kassner B; Kaustia M; Kazak E; Kearney F; van Kervel V; Khan S; Khomyn M; Klein T; Klein O; Klos A; Koetter M; Krahnen JP; Kolokolov A; Korajczyk RA; Kozhan R; Kwan A; Lajaunie Q; Lam FYEC; Lambert M; Langlois H; Lausen J; Lauter T; Leippold M; Levin V; Li Y; Li MH; Liew CY; Lindner T; Linton OB; Liu J; Liu A; Llorente-Alvarez J-G; Lof M; Lohr A; Longstaff FA; Lopez-Lira A; Mankad S; Mano N; Marchal A; Martineau C; Mazzola F; Meloso DC; Mihet R; Mohan V; Moinas S; Moore D; Mu L; Muravyev D; Murphy D; Neszveda G; Neumeier C; Nielsson U; Nimalendran M; Nolte S; Nordén LL; O'Neill P; Obaid K; Ødegaard BA; Östberg P; Painter M; Palan S; Palit I; Park A; Pascual Gascó R; Pasquariello P; Pastor L; Patel V; Patton AJ; Pearson ND; Pelizzon L; Pelster M; Pérignon C; Pfiffer C; Philip R; Plíhal T; Prakash P; Press O-A; Prodromou T; Putnins TJ; Raizada G; Rakowski DA; Ranaldo A; Regis L; Reitz S; Renault T; Wang R; Renò R; Riddiough S; Rinne K; Rintamäki P; Riordan R; RITTMANNSBERGER T; Rodríguez Longarela I; Rösch D; Rognone L; Roseman B; Rosu I; Roy S; Rudolf N; Rush S; Rzayev K; Rzeźnik A; Sanford A; Sankaran H; Sarkar A; Sarno L; Scaillet O; Scharnowski S; Schenk-Hoppé KR; Schertler A; Schneider M; Schroeder F; Schürhoff N; Schuster P; Schwarz MA; Seasholes MS; Seeger N; Shachar O; Shkilko A; Shui J; Sikic M; Simion G; Smales LA; Söderlind P; Sojli E; Sokolov K; Spokeviciute L; Stefanova D; Subrahmanyam MG; Neusüss S; Szaszi B; Talavera O; Tang Y; Taylor N; Tham WW; Theissen E; Thimme J; Tonks I; Tran H; Trapin L; Trolle AB; Vaduva M; Valente G; Van Ness RA; Vasquez A; Verousis T; Verwijmeren P; Vilhelmsson A; Vilkov G; Vladimirov V; Vogel S; Voigt S; Wagner W; Walther T; Weiss P; van der Wel M; Werner IM; Westerholm PJ; Westheide C; Wipplinger E; Wolf M; Wolff CCP; Wolk L; Wong WK; Wrampelmeyer J; Wu Z-X; Xia S; Xiu D; Xu K; Xu C; Yadav PK; Yagüe J; Yan C; Yang A; Yoo W; Yu W; Yu S; Yueshen BZ; Yuferova D; Zamojski M; Zareei A; Zeisberger S; Zhang S; Zhang X; Zhong Z; Zhou ZI; Zhou C; Zhu X; Zoican M; Zwinkels RCJ; Chen J; Duevski T; Gao G; Gemayel R; Gilder D; Kuhle P; Pagnotta E; Pelli M; Sö nksen J; Zhang L; Ilczuk K; Bogoev D; Qian Y; Wika HC; Yu Y; Zhao L; Mi M; Bao L,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,The Use of Derivatives by Investment Managers and Implications for Portfolio Performance and Risk,,2005,Preprints,10.2139/ssrn.756184,http://dx.doi.org/10.2139/ssrn.756184,Fong K; Ng A; Gallagher DR,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Are Upstairs Markets Pareto Improving?,,2003,Preprints,10.2139/ssrn.424983,http://dx.doi.org/10.2139/ssrn.424983,Swan PL; Fong K; Madhavan A,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Why Do Markets Fragment? A Panel-Data Analysis of Off-Exchange Trading,,2001,Preprints,10.2139/ssrn.246509,http://dx.doi.org/10.2139/ssrn.246509,Fong K; Swan PL; Madhavan A,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,An Empirical Examination of Institutional Trading Around the Ex-Dividend Day in Australia,,,Preprints,10.2139/ssrn.1102042,http://dx.doi.org/10.2139/ssrn.1102042,Ainsworth AB; Fong KYL; Gallagher DR; Partington G,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Institutional Trading Around the Ex-Dividend Day,,,Preprints,10.2139/ssrn.1253282,http://dx.doi.org/10.2139/ssrn.1253282,Ainsworth AB; Fong KYL; Gallagher DR; Partington G,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,"Taxes, Price Pressure and Order Imbalance around the Ex-Dividend Day",,,Preprints,10.2139/ssrn.1314087,http://dx.doi.org/10.2139/ssrn.1314087,Ainsworth AB; Fong KYL; Gallagher DR; Partington G,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Style Drift and Portfolio Management for Active Australian Equity Funds,,,Preprints,10.2139/ssrn.1004670,http://dx.doi.org/10.2139/ssrn.1004670,Ainsworth AB; Fong KYL; Gallagher DR,,,,,,UNSW staff profile
