researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,abdc_self_reported,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Quoting activity and the cost of capital,Journal of Financial and Quantitative Analysis,2021,Journal articles,10.1017/S002210902000071X,http://dx.doi.org/10.1017/S002210902000071X,Sojli E; Tham WW; Ioanid R,3,56,,,,0.85103018,UNSW staff profile,False,13,1.52,0022-1090,W3124385018
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Imagining a teaching utopia,Science,2021,Journal articles,10.1126/science.abm1361,http://dx.doi.org/10.1126/science.abm1361,Srivastava S; Heim AB; Yoho R; Moore EB; Richter WE; Strielkowski W; Coulibaly AP; Li K; Penders B; Sojli E; Cao B,11,374,pp. 31,,,0.70639631,UNSW staff profile,False,2,0.4321,0036-8075,W3204686286
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Common Mental Disorders and Economic Uncertainty: Evidence from the COVID-19 Pandemic in the U.S.,Plos One,2021,Journal articles,10.1371/journal.pone.0260726,http://dx.doi.org/10.1371/journal.pone.0260726,Tham WW; Sojli E; Bryant R; McAleer M,4,16,,,,0.96920842,UNSW staff profile,True,34,6.6844,1932-6203,W3215195370
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Cross-Sided Liquidity Externalities,Management Science,2018,Journal articles,10.1287/mnsc.2016.2658,http://dx.doi.org/10.1287/mnsc.2016.2658,Tham WW; sojli E; Skjeltorp J,3,,pp. 2473 - 2972,,,0.93800597,UNSW staff profile,True,16,3.7698,0025-1909,W3125288379
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Foreign political connections,Journal of International Business Studies,2017,Journal articles,10.1057/s41267-016-0059-3,http://dx.doi.org/10.1057/s41267-016-0059-3,Sojli E; Tham WW,2,48,pp. 244 - 266,,,0.9857913,UNSW staff profile,True,99,14.0499,0047-2506,W2585994497
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Flashes of Trading Intent at NASDAQ,Journal of Financial and Quantitative Analysis,2016,Journal articles,10.1017/S0022109016000028,http://dx.doi.org/10.1017/S0022109016000028,Skjeltorp JA; Sojli E; Tham WW,3,51,pp. 165 - 196,,,0.89419267,UNSW staff profile,False,12,2.548,0022-1090,W2335507163
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Divided governments and futures prices,Journal of Econometrics,2015,Journal articles,10.1016/j.jeconom.2015.02.043,http://dx.doi.org/10.1016/j.jeconom.2015.02.043,Sojli E; Tham WW,2,187,pp. 622 - 633,,,0.77287308,UNSW staff profile,False,2,0.4506,0304-4076,W3125012674
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Economic valuation of liquidity timing,Journal of Banking and Finance,2013,Journal articles,10.1016/j.jbankfin.2013.09.010,http://dx.doi.org/10.1016/j.jbankfin.2013.09.010,Karstanje D; Sojli E; Tham WW; van der Wel M,4,37,pp. 5073 - 5087,,,0.45625664,UNSW staff profile,False,0,0.0,0378-4266,W3121741764
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Timing exchange rates using order flow: The case of the Loonie,Journal of Banking and Finance,2010,Journal articles,10.1016/j.jbankfin.2010.02.016,http://dx.doi.org/10.1016/j.jbankfin.2010.02.016,King M; Sarno L; Sojli E,3,34,pp. 2917 - 2928,,,0.97650131,UNSW staff profile,True,41,8.9418,0378-4266,W3123518036
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,"Exchange rate forecasting, order flow and macroeconomic information",Journal of International Economics,2010,Journal articles,10.1016/j.jinteco.2009.03.005,http://dx.doi.org/10.1016/j.jinteco.2009.03.005,Rime D; Sarno L; Sojli E,3,80,pp. 72 - 88,,,0.99786426,UNSW staff profile,True,289,40.7134,0022-1996,W2140945868
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,The feeble link between exchange rates and fundamentals: Can we blame the discount factor?,Journal of Money Credit and Banking,2009,Journal articles,10.1111/j.1538-4616.2009.00212.x,http://dx.doi.org/10.1111/j.1538-4616.2009.00212.x,Sarno L; Sojli E,2,41,pp. 437 - 442,,,0.94298766,UNSW staff profile,True,38,4.4014,0022-2879,W2036053804
Elvira Sojli,https://www.unsw.edu.au/staff/elvira-sojli,UNSW Sydney,Finance,Non-Standard Errors,SSRN Electronic Journal,,Journal articles,10.2139/ssrn.3979358,http://dx.doi.org/10.2139/ssrn.3979358,Menkveld AJ,1,,,,,,UNSW staff profile,,2,,1556-5068,W4205554355
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Does maker-taker limit order subsidy improve market outcomes? Quasi-natural experimental evidence,Journal of Banking and Finance,2025,Journal articles,10.1016/j.jbankfin.2024.107330,http://dx.doi.org/10.1016/j.jbankfin.2024.107330,Lin Y; Swan PL; Harris FHDB,3,170,,,,0.7803662,UNSW staff profile,False,2,0.655,0378-4266,W4403905483
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Control-oriented fan coil unit modeling for room dynamics considering dehumidifying cooling conditions and indoor air quality,Energy Conversion and Management: X,2023,Journal articles,10.1016/j.ecmx.2023.100476,http://dx.doi.org/10.1016/j.ecmx.2023.100476,Li W; Nurdin H; Swan P,3,20,,,,0.5800665,UNSW staff profile,False,4,0.4475,2590-1745,W4388248478
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Unnecessary Devastation of the Lockdown,Quadrant,2020,Journal articles,,https://quadrant.org.au/opinion/qed/2020/05/run-the-numbers-survey-the-folly/,Swan P,1,"64, 2020",pp. 22 - 26,,,,UNSW staff profile,,,,,
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"The Code of Capital: How the Law Creates Wealth and Inequality by Katharina Pistor (Princeton University Press, Princeton, NJ, 2019), pp. 320",Economic Record,2020,Journal articles,10.1111/1475-4932.12549,http://dx.doi.org/10.1111/1475-4932.12549,Swan PL,1,96,pp. 219 - 221,,,,UNSW staff profile,,0,,0013-0249,W3027095871
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Investment, the Corporate Tax Rate, and the Pricing of Franking Credits",Economic Record,2019,Journal articles,10.1111/1475-4932.12493,http://dx.doi.org/10.1111/1475-4932.12493,Swan PL,1,95,pp. 480 - 496,,,0.89330956,UNSW staff profile,False,7,2.517,0013-0249,W2904448296
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Comments on Shan and Walter: ‘Towards a Set of Design Principles for Executive Compensation Contracts,Abacus,2016,Journal articles,10.1111/abac.12091,http://dx.doi.org/10.1111/abac.12091,Beaumont S; Ratiu R; Reeb D; Boyle G; Brown P; Szimayer A; da Silva Rosa R; Hillier D; McColgan P; Tsekeris A; Howieson B; Matolcsy Z; Spiropoulos H; Roberts J; Smith T; Zhou Q; Swan PL; Taylor S; Wright S; Yermack D,20,52,pp. 685 - 771,,,0.87189714,UNSW staff profile,False,3,1.1606,0001-3072,W2560977427
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Comments on Shan and Walter: Towards a set of design principles,"Abacus: a journal of accounting, finance and business studies",2016,Journal articles,10.1111/abac.12090,http://dx.doi.org/10.1111/abac.12090,Swan PL,1,52,pp. 619 - 684,,,0.97662458,UNSW staff profile,True,29,9.4455,0001-3072,W2188984940
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Mandated divorce: Company boards, incentives and performance",Law and Financial Markets Review,2016,Journal articles,10.1080/17521440.2016.1243880,http://dx.doi.org/10.1080/17521440.2016.1243880,Swan PL,1,10,pp. 133 - 138,,,,UNSW staff profile,,0,,1752-1440,W2555819598
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Do Australians benefit from our greater tolerance for inequality?,The Economic and Labour Relations Review,2015,Journal articles,10.1177/1035304615614449,http://dx.doi.org/10.1177/1035304615614449,Swan PL,1,26,pp. 678 - 680,,,0.81736504,UNSW staff profile,False,1,0.6133,1035-3046,W2576142204
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Do Concentrated Institutional Investors Really Reduce Executive Compensation Whilst Raising Incentives?,Critical Finance Review,2014,Journal articles,10.1561/104.00000014,http://dx.doi.org/10.1561/104.00000014,Smith GS; Swan PL,2,3,pp. 49 - 83,,,0.84708101,UNSW staff profile,False,7,1.2405,2164-5744,W3122351058
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The ASX governance council and ‘independent’ boards,Law and Financial Markets Review,2014,Journal articles,10.5235/17521440.8.3.196,http://dx.doi.org/10.5235/17521440.8.3.196,Swan P,1,8,pp. 194 - 198,,,0.77879247,UNSW staff profile,False,4,0.827,1752-1440,W1978516544
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Governance through Trading: Institutional Swing Trades and Subsequent Firm Performance,Journal of Financial and Quantitative Analysis,2013,Journal articles,10.1017/S0022109013000203,http://dx.doi.org/10.1017/S0022109013000203,Swan PL; Gallagher D; Gardner P,3,48,pp. 427 - 458,,,0.974805,UNSW staff profile,True,83,7.8511,0022-1090,W3121932092
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Follow the leader: Fund managers trading in signal-strength sequence,Accounting and Finance,2011,Journal articles,10.1111/j.1467-629X.2010.00367.x,http://dx.doi.org/10.1111/j.1467-629X.2010.00367.x,Fong KYL; Gallagher DR; Gardner PA; Swan PL,4,51,pp. 684 - 710,,,0.77375545,UNSW staff profile,False,7,0.7024,0810-5391,W2019259689
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Do active fund managers care about capital gains tax efficiency?,Pacific Basin Finance Journal,2009,Journal articles,,,Fong KY; Gallagher DR; Lau S; Swan PL,4,17,pp. 257 - 270,,,,UNSW staff profile,,,,,
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Portfolio pumping: An examination of investment manager quarter-end trading and impact on performance,Pacific Basin Finance Journal,2009,Journal articles,10.1016/j.pacfin.2007.12.001,http://dx.doi.org/10.1016/j.pacfin.2007.12.001,Gallagher DR; Gardner PA; Swan PL,3,17,pp. 1 - 27,,,0.92124665,UNSW staff profile,True,53,2.8982,0927-538X,W3125443345
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The political economy of the subprime crisis: Why subprime was so attractive to its creators,European Journal of Political Economy,2009,Journal articles,10.1016/j.ejpoleco.2008.12.005,http://dx.doi.org/10.1016/j.ejpoleco.2008.12.005,Swan PL,1,25,pp. 124 - 132,,,0.78419602,UNSW staff profile,False,3,0.6674,0176-2680,W2083215646
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Australian chief executive officer remuneration: Pay and performance,Accounting and Finance,2006,Journal articles,,,Swan PL; Merhebi RM; Pattenden K; Zhou X,4,46,pp. 481 - 497,,,,UNSW staff profile,,,,,
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Performance Thresholds in Managerial Incentive Contracts,Journal of Business,2003,Journal articles,,,Swan PL; Zhou X,2,76,pp. 665 - 696,,,,UNSW staff profile,,,,,
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Short sales are almost instantaneously bad news: Evidence from the Australian stock exchange,Journal of Finance,1998,Journal articles,10.1111/0022-1082.00088,http://dx.doi.org/10.1111/0022-1082.00088,Aitken MJ; Frino A; Mccorry MS; Swan PL,4,53,pp. 2205 - 2223,,,0.93341952,UNSW staff profile,True,389,3.3208,0022-1082,W2167700696
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,HOW BROKERS FACILITATE TRADE FOR LONG-TERM CLIENTS IN COMPETITIVE SECURITIES MARKETS,JOURNAL OF BUSINESS,1995,Journal articles,10.1086/296651,http://dx.doi.org/10.1086/296651,AITKEN MJ; GARVEY GT; SWAN PL,3,68,pp. 1 - 33,,,0.86712095,UNSW staff profile,False,37,1.8563,0021-9398,W2035204684
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Shareholder Activism, “Voluntary” Restructuring, and Internal Labor Markets",Journal of Economics Management Strategy,1995,Journal articles,10.1111/j.1430-9134.1995.00591.x,http://dx.doi.org/10.1111/j.1430-9134.1995.00591.x,Garvey GT; Swan PL,2,4,pp. 591 - 621,,,0.33028169,UNSW staff profile,False,3,0.0,1058-6407,W2053985163
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The economics of corporate governance: Beyond the Marshallian firm,Journal of Corporate Finance,1994,Journal articles,10.1016/0929-1199(94)90001-9,http://dx.doi.org/10.1016/0929-1199(94)90001-9,Garvey GT; Swan PL,2,1,pp. 139 - 174,,,0.95187993,UNSW staff profile,True,114,5.4838,0929-1199,W1997858498
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Taxation of Capital Gains When the Cash Component of Income Is Taxed,Abacus,1994,Journal articles,10.1111/j.1467-6281.1994.tb00348.x,http://dx.doi.org/10.1111/j.1467-6281.1994.tb00348.x,SWAN PL,1,30,pp. 160 - 174,,,0.16817055,UNSW staff profile,False,1,0.0,0001-3072,W2051896044
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,PRINCIPAL AND AGENCY TRADES BY STOCKBROKERS ARE COMPLEMENTARY: THE WELFARE EFFECTS OF DEREGULATING AGENCY TRADING AND BANNING PRINCIPAL TRADES,Accounting Finance,1993,Journal articles,10.1111/j.1467-629X.1993.tb00197.x,http://dx.doi.org/10.1111/j.1467-629X.1993.tb00197.x,Aitken MJ; Swan PL,2,33,pp. 19 - 42,,,0.87151277,UNSW staff profile,False,9,1.9957,0810-5391,W2032068269
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Agency Theory and “Management Research” A Comment,Australian Journal of Management,1993,Journal articles,10.1177/031289629301800105,http://dx.doi.org/10.1177/031289629301800105,Arthur N; Garvey G; Swan P; Taylor S,4,18,pp. 93 - 102,,,0.93715619,UNSW staff profile,True,20,4.3363,0312-8962,W2016221422
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Exhaustibility and the reserves/production ratio,Economics Letters,1993,Journal articles,10.1016/0165-1765(93)90183-D,http://dx.doi.org/10.1016/0165-1765(93)90183-D,Marks RE; Swan PL,2,42,pp. 117 - 119,,,0.17345058,UNSW staff profile,False,0,0.0,0165-1765,W2064024655
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"MANAGERIAL OBJECTIVES, CAPITAL STRUCTURE, AND THE PROVISION OF WORKER INCENTIVES",JOURNAL OF LABOR ECONOMICS,1992,Journal articles,10.1086/298291,http://dx.doi.org/10.1086/298291,GARVEY GT; SWAN PL,2,10,pp. 357 - 379,,,0.98390306,UNSW staff profile,True,43,13.2261,0734-306X,W2035778385
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Optimal capital structure for a hierarchical firm,Journal of Financial Intermediation,1992,Journal articles,10.1016/1042-9573(92)90010-B,http://dx.doi.org/10.1016/1042-9573(92)90010-B,Garvey G; Swan PL,2,2,pp. 376 - 400,,,0.95937444,UNSW staff profile,True,11,7.4009,1042-9573,W2015844896
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The interaction between financial and employment contracts: A formal model of Japanese Corporate Governance,Journal of The Japanese and International Economies,1992,Journal articles,10.1016/0889-1583(92)90023-W,http://dx.doi.org/10.1016/0889-1583(92)90023-W,Garvey GT; Swan PL,2,6,pp. 247 - 274,,,0.95110552,UNSW staff profile,True,32,5.9207,0889-1583,W2083177894
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Emerging Australian Manufacturing Export Response to Microeconomic Reform,Australian Journal of Management,1992,Journal articles,10.1177/031289629201700103,http://dx.doi.org/10.1177/031289629201700103,Swan PL; Zeitsch J,2,17,pp. 21 - 58,,,0.73382664,UNSW staff profile,False,7,0.6321,0312-8962,W1972285671
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Real Rates of Return in Electricity Supply: New South Wales, Tasmania and Victoria",Economic Record,1990,Journal articles,10.1111/j.1475-4932.1990.tb01711.x,http://dx.doi.org/10.1111/j.1475-4932.1990.tb01711.x,SWAN PL,1,66,pp. 93 - 109,,,0.84583955,UNSW staff profile,False,11,1.2403,0013-0249,W2071097946
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Inflation drag or taxation in drag: Responsible for the rising share of government in Australian GDP?,Public Choice,1990,Journal articles,10.1007/BF00123795,http://dx.doi.org/10.1007/BF00123795,Swan PL,1,65,pp. 143 - 156,,,0.19117208,UNSW staff profile,False,1,0.0,0048-5829,W2123789668
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Economies of Scale and Utilization: An Analysis of the Multi‐Plant Generation Costs of the Electricity Commission of New South Wales, 1970/71–1984/85",Economic Record,1989,Journal articles,10.1111/j.1475-4932.1989.tb00686.x,http://dx.doi.org/10.1111/j.1475-4932.1989.tb00686.x,BATESON J; SWAN PL,2,65,pp. 329 - 344,,,0.91091703,UNSW staff profile,True,10,2.518,0013-0249,W2091182482
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"CORPORATISATION, PRIVATISATION AND THE REGULATORY FRAMEWORK FOR THE ELECTRICITY SECTOR",Economic Papers,1989,Journal articles,10.1111/j.1759-3441.1989.tb01077.x,http://dx.doi.org/10.1111/j.1759-3441.1989.tb01077.x,Swan PL,1,8,pp. 55 - 69,,,0.84748504,UNSW staff profile,False,2,1.259,0812-0439,W2056521474
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Political Economy of the Symbiosis between Labour Market Regulation and the Social Welfare System,Australian Journal of Management,1988,Journal articles,10.1177/031289628801300204,http://dx.doi.org/10.1177/031289628801300204,Swan PL; Bernstam MS,2,13,pp. 177 - 201,,,0.85260274,UNSW staff profile,False,3,1.7797,0312-8962,W2042241775
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"THE PRODUCTION OF CHILDREN AS CLAIMS ON THE STATE - A COMPREHENSIVE LABOR-MARKET APPROACH TO ILLEGITIMACY IN THE UNITED-STATES, 1960-1980",POPULATION INDEX,1986,Journal articles,10.2307/3643635,http://dx.doi.org/10.2307/3643635,BERNSTAM MS; SWAN PL,2,52,pp. 398 - 398,,,0.5314216,UNSW staff profile,False,7,0.0,0032-4701,W4254344754
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,RESOURCE RENT TAX: THE ISSUES,Economic Papers,1984,Journal articles,10.1111/j.1759-3441.1984.tb00458.x,http://dx.doi.org/10.1111/j.1759-3441.1984.tb00458.x,Swan PL,1,3,pp. 1 - 10,,,0.84497893,UNSW staff profile,False,2,1.6054,0812-0439,W1982037934
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"The Economics of Law: Economic Imperialism in Negligence Law, No‐Fault Insurance, Occupational Licensing and Criminology?",Australian Economic Review,1984,Journal articles,10.1111/j.1467-8462.1984.tb00460.x,http://dx.doi.org/10.1111/j.1467-8462.1984.tb00460.x,Swan PL,1,17,pp. 92 - 108,,,0.95413944,UNSW staff profile,True,21,6.4218,0004-9018,W1979084839
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Participation rules for Pareto-optimal clubs,Journal of Public Economics,1983,Journal articles,10.1016/0047-2727(83)90020-8,http://dx.doi.org/10.1016/0047-2727(83)90020-8,Hillman AL; Swan PL,2,20,pp. 55 - 76,,,0.94975404,UNSW staff profile,True,29,4.8435,0047-2727,W2069172044
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Marginal Cost of Base‐Load Power: An Application to Alcoa's Portland Smelter,Economic Record,1983,Journal articles,10.1111/j.1475-4932.1983.tb00823.x,http://dx.doi.org/10.1111/j.1475-4932.1983.tb00823.x,SWAN PL,1,59,pp. 332 - 344,,,0.97207679,UNSW staff profile,True,12,7.7669,0013-0249,W2065295211
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,THE CAMPBELL REPORT AND DEREGULATION,Economic Papers,1983,Journal articles,10.1111/j.1759-3441.1983.tb00263.x,http://dx.doi.org/10.1111/j.1759-3441.1983.tb00263.x,Swan PL,1,2,pp. 177 - 193,,,0.87138916,UNSW staff profile,False,3,1.5489,0812-0439,W2125691975
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Durability and taxes: Market structure and quasi-capital market distortion,Econometrica,1981,Journal articles,10.2307/1913319,http://dx.doi.org/10.2307/1913319,Swan PL,1,49,pp. 425 - 435,,,0.26354942,UNSW staff profile,False,5,0.0,0012-9682,W2011732312
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"PUBLIC-POLICY AND THE CORPORATION - KING,MA",ECONOMIC RECORD,1980,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3AA1980JX60200011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,SWAN PL,1,56,pp. 100 - 102,,,,UNSW staff profile,,,,,
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Mathews Report on Business Taxation:Rejoinder,Economic Record,1980,Journal articles,10.1111/j.1475-4932.1980.tb01678.x,http://dx.doi.org/10.1111/j.1475-4932.1980.tb01678.x,SWAN PL,1,56,pp. 270 - 277,,,0.92664637,UNSW staff profile,True,6,3.7094,0013-0249,W2039326106
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Alcoa: The influence of recycling on monopoly power,Journal of Political Economy,1980,Journal articles,10.1086/260848,http://dx.doi.org/10.1086/260848,Swan PL,1,88,pp. 76 - 99,,,0.89838528,UNSW staff profile,False,92,3.1192,0022-3808,W2002122935
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Club participation under uncertainty,Economics Letters,1979,Journal articles,10.1016/0165-1765(79)90175-7,http://dx.doi.org/10.1016/0165-1765(79)90175-7,Hillman AL; Swan PL,2,4,pp. 307 - 312,,,0.87220033,UNSW staff profile,False,15,1.9843,0165-1765,W2050044993
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Mathews Report on Business Taxation,Economic Record,1978,Journal articles,10.1111/j.1475-4932.1978.tb00312.x,http://dx.doi.org/10.1111/j.1475-4932.1978.tb00312.x,SWAN PL,1,54,pp. 1 - 16,,,0.96536858,UNSW staff profile,True,12,8.4242,0013-0249,W1970392331
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,PRODUCT DURABILITY UNDER MONOPOLY AND COMPETITION - REPLY,ECONOMETRICA,1977,Journal articles,10.2307/1913299,http://dx.doi.org/10.2307/1913299,SWAN PL,1,45,pp. 229 - 235,,,0.90150843,UNSW staff profile,True,15,3.1377,0012-9682,W2070472439
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Guaranteed market share arrangements in passenger motor vehicles,Australian Journal of Management,1977,Journal articles,10.1177/031289627700200204,http://dx.doi.org/10.1177/031289627700200204,Swan PL,1,2,pp. 149 - 160,,,0.80926096,UNSW staff profile,False,3,1.1982,0312-8962,W2096551210
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,OPTIMUM REPLACEMENT OF CAPITAL GOODS WITH LABOR-SAVING TECHNICAL PROGRESS - COMPARISON OF EARLY NEW ENGLAND AND BRITISH TEXTILE FIRM,JOURNAL OF POLITICAL ECONOMY,1976,Journal articles,10.1086/260513,http://dx.doi.org/10.1086/260513,SWAN PL,1,84,pp. 1293 - 1303,,,0.08801481,UNSW staff profile,False,5,0.0,0022-3808,W1983925307
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"Income Taxes, Profit Taxes and Neutrality of Optimizing Decisions",Economic Record,1976,Journal articles,10.1111/j.1475-4932.1976.tb01576.x,http://dx.doi.org/10.1111/j.1475-4932.1976.tb01576.x,Swan PL,1,52,pp. 166 - 181,,,0.98842373,UNSW staff profile,True,22,17.3731,0013-0249,W2014206304
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The Coase Theorem and ‘Sequential‘ Pareto Optimality,Economic Record,1975,Journal articles,10.1111/j.1475-4932.1975.tb00249.x,http://dx.doi.org/10.1111/j.1475-4932.1975.tb00249.x,Swan PL,1,51,pp. 268 - 271,,,0.95351346,UNSW staff profile,True,6,7.0797,0013-0249,W1971475499
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"USE OF ECONOMETRIC MODELS BY FEDERAL REGULATORY AGENCIES - STEELE,JL",JOURNAL OF BUSINESS,1974,Journal articles,10.1086/295662,http://dx.doi.org/10.1086/295662,SWAN PL,1,47,pp. 456 - 457,,,,UNSW staff profile,,0,,0021-9398,W2069234133
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Monopoly and competition in the market for durable goods,Review of Economic Studies,1973,Journal articles,10.2307/2296454,http://dx.doi.org/10.2307/2296454,Sieper E; Swan PL,2,40,pp. 333 - 351,,,0.94082178,UNSW staff profile,True,76,5.2344,0034-6527,W1964128829
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,"OPTIMUM DURABILITY, SECOND-HAND MARKETS, AND PLANNED OBSOLESCENCE",JOURNAL OF POLITICAL ECONOMY,1972,Journal articles,10.1086/259906,http://dx.doi.org/10.1086/259906,SWAN PL,1,80,pp. 575 - 585,,,0.90592292,UNSW staff profile,True,102,2.8175,0022-3808,W2048658889
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,The influence of monopoly on product innovation: Rejoinder,Quarterly Journal of Economics,1972,Journal articles,10.2307/1880572,http://dx.doi.org/10.2307/1880572,Swan PL,1,86,pp. 346 - 349,,,0.12419851,UNSW staff profile,False,1,0.0,0033-5533,W2045791579
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,DURABILITY OF GOODS AND REGULATION OF MONOPOLY,BELL JOURNAL OF ECONOMICS AND MANAGEMENT SCIENCE,1971,Journal articles,10.2307/3003172,http://dx.doi.org/10.2307/3003172,SWAN PL,1,2,pp. 347 - 357,,,0.98101717,UNSW staff profile,True,76,15.5033,0005-8556,W1503952252
Peter Swan,https://www.unsw.edu.au/staff/peter-swan,UNSW Sydney,Finance,Durability of Consumption Goods,The American Economic Review,1970,Journal articles,,,Swan PL,1,60,pp. 884 - 894,,,,UNSW staff profile,,,,,
