researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id,review_reason
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Radioprotective effects of mistletoe extract in zebrafish embryos in vivo,International Journal of Radiation Biology,2019,Journal Articles,10.1080/09553002.2019.1590661,https://doi.org/10.1080/09553002.2019.1590661,Chai Hong Rim; Soonil Koun; Hae‐Chul Park; Suk Lee; Chul Yong Kim,5,95,1150-1159,Taylor & Francis,0.52971852,OpenAlex,False,30,0.3061,0955-3002,W2921322716,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Measures for Inter-Korean Economic Cooperation and Collaboration with North Korea to Incorporate North Korea into the Global Economy,Research Monograph,2019,Journal Articles,,,Suk Lee; Kyoochul Kim; Byung‐Yeon Kim; Duol Kim,4,,,,0.98033539,OpenAlex,True,20,10.702,,W3160304100,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Performance evaluation of switched Ethernet for real-time industrial communications,Computer Standards & Interfaces,2002,Journal Articles,10.1016/s0920-5489(02)00070-3,https://doi.org/10.1016/s0920-5489(02)00070-3,Kyung-Chang Lee; Suk Lee,2,24,411-423,Elsevier BV,0.96023176,OpenAlex,True,134,5.0982,0920-5489,W2008186168,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Seasonal Variation of the Cheju Warm Current in the Northern East China Sea,Journal of Oceanography,2000,Journal Articles,10.1023/a:1011139313988,https://doi.org/10.1023/a:1011139313988,Heung‐Jae Lie; Cheol-Ho Cho; Jae‐Hak Lee; Suk Lee; Yuxiang Tang,5,56,197-211,Springer Science+Business Media,0.97510997,OpenAlex,True,101,9.2618,0916-8370,W1592111726,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A feasibility study on the prediction of tumour location in the lung from skin motion,British Journal of Radiology,2004,Journal Articles,10.1259/bjr/64800801,https://doi.org/10.1259/bjr/64800801,Seung Do Ahn; B Yi; Young Sun Suh; John Kim; Suk Lee; Sung‐Young Shin; Sung‐Young Shin; Eun Kyung Choi,8,77,588-596,Wiley,0.98133105,OpenAlex,True,91,8.9664,0007-1285,W1984649402,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Resident Location-Recognition Algorithm Using a Bayesian Classifier in the PIR Sensor-Based Indoor Location-Aware System,IEEE Transactions on Systems Man and Cybernetics Part C (Applications and Reviews),2009,Journal Articles,10.1109/tsmcc.2008.2008099,https://doi.org/10.1109/tsmcc.2008.2008099,Hyun-Hee Kim; Kyoung Nam Ha; Suk Lee; Kyung-Chang Lee,4,39,240-245,Institute of Electrical and Electronics Engineers,0.95341467,OpenAlex,True,78,4.8828,1094-6977,W2156189021,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A PC-based open robot control system: PC-ORC,Robotics and Computer-Integrated Manufacturing,2001,Journal Articles,10.1016/s0736-5845(01)00010-2,https://doi.org/10.1016/s0736-5845(01)00010-2,Keum‐Shik Hong; Kyung Hyun Choi; Jeom-Goo Kim; Suk Lee,4,17,355-365,Elsevier BV,0.94475874,OpenAlex,True,67,5.3763,0736-5845,W2062567687,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Kalman Predictive Redundancy System for Fault Tolerance of Safety-Critical Systems,IEEE Transactions on Industrial Informatics,2009,Journal Articles,10.1109/tii.2009.2020566,https://doi.org/10.1109/tii.2009.2020566,Man Ho Kim; Suk Lee; Kyung-Chang Lee,3,6,46-53,Institute of Electrical and Electronics Engineers,0.98789328,OpenAlex,True,62,16.3087,1551-3203,W2140228712,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Imaging features of ischial bursitis with an emphasis on ultrasonography,Skeletal Radiology,2002,Journal Articles,10.1007/s00256-002-0573-1,https://doi.org/10.1007/s00256-002-0573-1,Sung Joon Kim; Myung Jin Shin; Kyung‐Hee Kim; Ahn J; Kil Ho Cho; Jun Young Chang; Suk Lee; Rethy Chhem,8,31,631-636,Springer Science+Business Media,0.68999377,OpenAlex,False,46,0.5726,0364-2348,W2137649976,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Set-up uncertainty during breast radiotherapy,Strahlentherapie und Onkologie,2013,Journal Articles,10.1007/s00066-012-0271-4,https://doi.org/10.1007/s00066-012-0271-4,Dae Sik Yang; Won Sup Yoon; Se Young Chung; J.A. Lee; Suk Lee; Y.J. Park; Chul Yong Kim; Gil Soo Son,8,189,315-320,Springer Science+Business Media,0.76353347,OpenAlex,False,31,1.1086,0179-7158,W153137739,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of Direct-printed Tactile Sensors for Gripper Control through Contact and Slip Detection,International Journal of Control Automation and Systems,2018,Journal Articles,10.1007/s12555-017-0151-x,https://doi.org/10.1007/s12555-017-0151-x,Ju-Kyoung Lee; Hyun-Hee Kim; Jae‐Won Choi; Kyung-Chang Lee; Suk Lee,5,16,929-936,Springer Science+Business Media,0.69546921,OpenAlex,False,27,0.7805,1598-6446,W2793975836,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Sex Pheromone Composition of the Diamondback Moth, Plutella xylost el la (L) in Korea",Journal of Asia-Pacific Entomology,2005,Journal Articles,10.1016/s1226-8615(08)60241-1,https://doi.org/10.1016/s1226-8615(08)60241-1,Suk Lee; Dae-Weon Lee; Kyung Saeng Boo,3,8,243-248,Elsevier BV,0.66725029,OpenAlex,False,20,0.4304,1226-8615,W1973873531,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Neonatal Severity of Illness Scorinng Systems: A Comparison,Clinical Pediatrics,1997,Journal Articles,10.1177/000992289703600407,https://doi.org/10.1177/000992289703600407,Barry E. Fleisher; Lakshmi Murthy; Suk Lee; Janet C. Constantinou; W.E. Benitz; David K. Stevenson,6,36,223-227,SAGE Publishing,0.74992911,OpenAlex,False,38,0.8852,0009-9228,W2122865947,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Isolation of Nematicidal Triterpenoid Saponins from Pulsatilla koreana Root and Their Activities against Meloidogyne incognita,Molecules,2013,Journal Articles,10.3390/molecules18055306,https://doi.org/10.3390/molecules18055306,Wei Li; Ya Nan Sun; Xi Yan; Seo Young Yang; Suk Lee; Hyo Byun; Chang Kwon Moon; Byung Woo Han; Young Ho Kim,9,18,5306-5316,Multidisciplinary Digital Publishing Institute,0.76688193,OpenAlex,False,33,1.136,1420-3049,W2002053815,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of Respiratory Motion Reduction Device System (RMRDs) for Radiotherapy in Moving Tumors,Japanese Journal of Clinical Oncology,2004,Journal Articles,10.1093/jjco/hyh125,https://doi.org/10.1093/jjco/hyh125,Suk Lee,1,34,686-691,Oxford University Press,0.83385894,OpenAlex,False,20,1.5509,0368-2811,W2095866701,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Tumor treating fields (TTF) treatment enhances radiation-induced apoptosis in pancreatic cancer cells,International Journal of Radiation Biology,2020,Journal Articles,10.1080/09553002.2020.1838658,https://doi.org/10.1080/09553002.2020.1838658,Yunhui Jo; Geon Oh; Yongha Gi; Heehun Sung; Eun Bin Joo; Suk Lee; Myonggeun Yoon,7,96,1528-1533,Taylor & Francis,0.79821537,OpenAlex,False,19,1.4681,0955-3002,W3093222057,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Risk factors related to interfractional variation in whole pelvic irradiation for locally advanced pelvic malignancies,Strahlentherapie und Onkologie,2012,Journal Articles,10.1007/s00066-011-0049-0,https://doi.org/10.1007/s00066-011-0049-0,Won Sup Yoon; Dae Sik Yang; J.A. Lee; Suk Lee; Y.J. Park; Chul Yong Kim,6,188,395-403,Springer Science+Business Media,0.87101787,OpenAlex,False,16,2.3807,0179-7158,W129529411,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A text-based data mining and toxicity prediction modeling system for a clinical decision support in radiation oncology: A preliminary study,Journal of the Korean Physical Society,2017,Journal Articles,10.3938/jkps.71.231,https://doi.org/10.3938/jkps.71.231,Kwang Hyeon Kim; Suk Lee; Jang Bo Shim; Kyung Hwan Chang; Dae Sik Yang; Won Sup Yoon; Young Je Park; Chul Yong Kim; Yuan Cao,9,71,231-237,Springer Science+Business Media,0.78201704,OpenAlex,False,14,1.1764,0374-4884,W2748814506,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Descriptive Time Series Analysis for Downtime Prediction Using the Maintenance Data of a Medical Linear Accelerator,Applied Sciences,2022,Journal Articles,10.3390/app12115431,https://doi.org/10.3390/app12115431,Kwang Hyeon Kim; Moon‐Jun Sohn; Suk Lee; Hae‐Won Koo; Sang Won Yoon; Ahmad Khalid Madadi,6,12,5431-5431,Multidisciplinary Digital Publishing Institute,0.82425348,OpenAlex,False,11,1.7747,2076-3417,W4281941329,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Efficacy of second‑line treatment and importance of comorbidity scores and clinical parameters affecting prognosis in elderly patients with non‑small cell lung cancer without epidermal growth factor receptor mutations,Oncology Letters,2017,Journal Articles,10.3892/ol.2017.7350,https://doi.org/10.3892/ol.2017.7350,Sung Yong Lee; Eun Joo Kang; Suk Lee; Hong Kwan Kim; Kyung Hoon Min; Gyu Young Hur; Jae Jeong Shim; Kyung Ho Kang; Sang Hoon Oh; Jae Seo; Jun Kim,11,15,600-609,Spandidos Publishing,0.21110068,OpenAlex,False,8,0.0,1792-1074,W2765644406,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Spectrophotometric determination of the optimal wavelength for a polymer-gel dosimeter,Journal of the Korean Physical Society,2013,Journal Articles,10.3938/jkps.62.1194,https://doi.org/10.3938/jkps.62.1194,Kyung Hwan Chang; Suk Lee; Suk Lee; Yuan Jie Cao; Jang Bo Shim; Jung Ae Lee; Dae Sik Yang; Young Je Park; Won Sup Yoon; Chul Yong Kim; Sam Ju Cho; Sang Hoon Lee; Sang Hoon Lee; Woo Chul Kim; Chul Kee Min; Kwang Hwan Cho; Hyun Do Huh,17,62,1194-1198,Springer Science+Business Media,0.80375397,OpenAlex,False,7,1.4432,0374-4884,W1969149581,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Analytic validation of convolutional neural network-based classification of pigmented skin lesions (PSLs) using unseen PSL hyperspectral data for clinical applications,Journal of the Korean Physical Society,2024,Journal Articles,10.1007/s40042-024-01069-9,https://doi.org/10.1007/s40042-024-01069-9,Eun Jeong Heo; Chun Gun Park; Kyung Hwan Chang; Jang Bo Shim; Soo Hong Seo; Dai Hyun Kim; Song Heui Cho; Chul Yong Kim; Nam Kwon Lee; Suk Lee,10,84,889-897,Springer Science+Business Media,0.59209848,OpenAlex,False,2,0.3471,0374-4884,W4396804088,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Detection of Absolute Position for Magneto-Optical Encoder Using Linear Table Compensation,Journal of the Korean Society for Precision Engineering,2016,Journal Articles,10.7736/kspe.2016.33.12.1007,https://doi.org/10.7736/kspe.2016.33.12.1007,Seul Ki Kim; Hyeong-Jun Kim; Suk Lee; Sung Hyun Park; Kyung-Chang Lee,5,33,1007-1013,Korean Society of Precision Engineering,0.23032766,OpenAlex,False,1,0.0,1225-9071,W2601404033,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Physical consequences of depression in the stroke patient,General Hospital Psychiatry,1992,Journal Articles,10.1016/0163-8343(92)90028-9,https://doi.org/10.1016/0163-8343(92)90028-9,Daniel Schubert; Cynthia Taylor; Suk Lee; Askin Mentari; Wilberforce Tamaklo,5,14,69-76,Elsevier BV,0.92810099,OpenAlex,True,84,4.0243,0163-8343,W1967686180,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Detection of Depression in the Stroke Patient,Psychosomatics,1992,Journal Articles,10.1016/s0033-3182(92)71967-7,https://doi.org/10.1016/s0033-3182(92)71967-7,Daniel Schubert; Cynthia Taylor; Suk Lee; Askin Mentari; Wilberforce Tamaklo,5,33,290-294,Elsevier BV,0.88254665,OpenAlex,False,81,2.5152,0033-3182,W2067743246,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Aperture maneuver with compelled breath (AMC) for moving tumors: A feasibility study with a moving phantom,Medical Physics,2004,Journal Articles,10.1118/1.1650565,https://doi.org/10.1118/1.1650565,Young Sun Suh; B Yi; Seung Do Ahn; John Kim; Suk Lee; Sung‐Young Shin; Sung‐Young Shin; Eun Kyung Choi,8,31,760-766,Wiley,0.98774405,OpenAlex,True,50,10.9157,0094-2405,W1976167830,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Two-step growth of ZnO films on silicon by atomic layer deposition,Korean Journal of Chemical Engineering,2005,Journal Articles,10.1007/bf02701506,https://doi.org/10.1007/bf02701506,Suk Lee; Yong Hwan Im; Yoon‐Bong Hahn,3,22,334-338,Springer Science+Business Media,0.93870892,OpenAlex,True,37,3.6819,0256-1115,W2112434825,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Implementation and PID tuning of network-based control systems via Profibus polling network,Computer Standards & Interfaces,2003,Journal Articles,10.1016/s0920-5489(03)00074-6,https://doi.org/10.1016/s0920-5489(03)00074-6,Kyung-Chang Lee; Suk Lee; Hong Hee Lee,3,26,229-240,Elsevier BV,0.90812788,OpenAlex,True,29,2.3861,0920-5489,W2001813950,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Intelligent performance management of networks for advanced manufacturing systems,IEEE Transactions on Industrial Electronics,2001,Journal Articles,10.1109/41.937404,https://doi.org/10.1109/41.937404,Suk Lee; Sang Ho Lee; Kyung-Chang Lee; Man Hyung Lee; F. Harashima,5,48,731-741,Institute of Electrical and Electronics Engineers,0.96099526,OpenAlex,True,26,5.6297,0278-0046,W2100132919,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Sex pheromone production and response in Korean populations of the diamondback moth, Plutella xylostella",Entomologia Experimentalis et Applicata,2007,Journal Articles,10.1111/j.1570-7458.2007.00580.x,https://doi.org/10.1111/j.1570-7458.2007.00580.x,Chang Yeol Yang; Suk Lee; Kyung San Choi; Heung Yong Jeon; Kyung Saeng Boo,5,124,293-298,Wiley,0.76005624,OpenAlex,False,24,0.8318,0013-8703,W2090779544,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Patient performance–based plan parameter optimization for prostate cancer in tomotherapy,Medical dosimetry,2015,Journal Articles,10.1016/j.meddos.2015.03.005,https://doi.org/10.1016/j.meddos.2015.03.005,Yuan Cao; Suk Lee; Kyung Hwan Chang; Jang Bo Shim; Kwang Hyeon Kim; Young Je Park; Chul Yong Kim,7,40,285-289,Elsevier BV,0.84846489,OpenAlex,False,14,1.8279,0958-3947,W2150278722,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Evaluation of mechanical accuracy for couch‐based tracking system (CBTS),Journal of Applied Clinical Medical Physics,2012,Journal Articles,10.1120/jacmp.v13i6.3818,https://doi.org/10.1120/jacmp.v13i6.3818,Suk Lee; Kyung‐Hwan Chang; J. Shim; Yuanjie Cao; Changki Lee; Sam Ju Cho; Dae Sik Yang; Young Je Park; Won Seob Yoon; Chul Yong Kim,10,13,157-169,Wiley,0.79302642,OpenAlex,False,11,1.0203,1526-9914,W2143266161,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Digital tomosynthesis in cone-beam geometry for industrial applications: Feasibility and preliminary study,International Journal of Precision Engineering and Manufacturing,2012,Journal Articles,10.1007/s12541-012-0202-4,https://doi.org/10.1007/s12541-012-0202-4,Min Kook Cho; Hanbean Youn; Sun Young Jang; Suk Lee; Myung-Chul Han; Ho Kyung Kim,6,13,1533-1538,Springer Science+Business Media,0.68099614,OpenAlex,False,10,0.4448,1229-8557,W1992766953,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,CEPP: Perceiving the Emotional State of the User Based on Body Posture,Applied Sciences,2017,Journal Articles,10.3390/app7100978,https://doi.org/10.3390/app7100978,Suk Lee; Mungyu Bae; Woonghee Lee; Hwangnam Kim,4,7,978-978,Multidisciplinary Digital Publishing Institute,0.74595224,OpenAlex,False,9,0.5963,2076-3417,W2758954524,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
